epoch,training_acc,training_loss,L2
1,3.85,1797.5,859.0
2,5.25,1790.83,877.0
3,6.16,1787.67,889.0
4,7.08,1784.27,903.0
5,7.88,1782.4,914.0
6,8.41,1780.41,924.0
7,8.39,1779.06,935.0
8,9.19,1777.93,943.0
9,9.39,1776.33,951.0
10,9.55,1775.14,959.0
11,9.78,1774.81,967.0
12,10.08,1773.31,975.0
13,9.71,1772.62,984.0
14,10.17,1771.51,993.0
15,9.79,1771.12,1001.0
16,10.25,1770.63,1009.0
17,10.44,1770.1,1018.0
18,10.64,1768.66,1026.0
19,10.98,1767.74,1034.0
20,11.08,1767.22,1042.0
21,11.36,1766.77,1051.0
22,11.31,1765.8,1058.0
23,11.74,1765.55,1067.0
24,11.29,1764.61,1075.0
25,11.58,1763.72,1083.0
26,11.94,1763.01,1090.0
27,11.63,1762.14,1099.0
28,11.72,1762.12,1107.0
29,11.86,1761.35,1114.0
30,11.96,1760.37,1122.0
31,12.36,1759.84,1130.0
32,11.96,1759.35,1138.0
33,12.46,1758.24,1146.0
34,12.17,1758.04,1154.0
35,12.55,1757.01,1162.0
36,12.52,1756.31,1170.0
37,12.55,1755.72,1178.0
38,12.47,1755.14,1185.0
39,12.56,1753.97,1193.0
40,13.04,1753.64,1200.0
41,13.0,1752.97,1208.0
42,12.85,1752.12,1215.0
43,13.18,1751.0,1222.0
44,13.11,1750.92,1229.0
45,12.96,1749.95,1237.0
46,13.32,1748.98,1244.0
47,13.69,1748.31,1252.0
48,13.56,1747.08,1258.0
49,13.56,1747.07,1265.0
50,13.2,1746.51,1272.0
51,13.63,1745.82,1280.0
52,13.53,1745.8,1287.0
53,13.58,1744.38,1294.0
54,13.76,1743.62,1301.0
55,13.92,1743.83,1308.0
56,13.93,1743.0,1315.0
57,13.57,1742.31,1321.0
58,13.18,1742.32,1329.0
59,14.05,1741.47,1335.0
60,13.6,1740.95,1342.0
61,13.99,1740.45,1349.0
62,13.59,1739.84,1356.0
63,14.01,1739.62,1363.0
64,14.09,1737.99,1368.0
65,14.41,1737.74,1374.0
66,14.43,1737.41,1380.0
67,14.1,1737.01,1387.0
68,14.17,1736.93,1394.0
69,14.47,1735.88,1401.0
70,14.43,1735.08,1407.0
71,14.36,1734.53,1414.0
72,14.65,1733.86,1420.0
73,14.57,1733.87,1426.0
74,14.23,1732.95,1433.0
75,14.81,1732.46,1438.0
76,14.48,1732.02,1444.0
77,14.57,1732.37,1451.0
78,14.76,1731.8,1457.0
79,14.27,1731.16,1464.0
80,14.58,1731.03,1470.0
81,14.61,1730.69,1476.0
82,14.61,1730.11,1482.0
83,14.48,1729.94,1487.0
84,14.84,1729.2,1493.0
85,14.64,1729.06,1499.0
86,15.1,1728.89,1505.0
87,14.72,1727.87,1510.0
88,14.54,1727.59,1516.0
89,15.18,1727.5,1522.0
90,14.62,1726.87,1528.0
91,14.93,1726.63,1534.0
92,15.05,1725.96,1540.0
93,14.87,1725.72,1545.0
94,15.33,1725.33,1551.0
95,15.21,1724.82,1557.0
96,15.32,1723.79,1561.0
97,15.26,1723.88,1567.0
98,15.35,1723.18,1572.0
99,15.08,1723.26,1578.0
