epoch,training_acc,training_loss,L2
1,3.94,1797.46,854.0
2,4.41,1790.71,873.0
3,6.73,1786.6,888.0
4,7.34,1783.97,899.0
5,7.27,1782.55,912.0
6,7.55,1781.27,922.0
7,8.39,1780.36,931.0
8,7.29,1779.83,941.0
9,8.21,1778.79,950.0
10,8.85,1778.35,959.0
11,8.6,1777.37,968.0
12,9.0,1776.68,976.0
13,9.03,1776.07,984.0
14,9.7,1775.19,992.0
15,9.2,1774.3,1001.0
16,9.29,1773.93,1009.0
17,10.29,1773.03,1017.0
18,10.47,1772.65,1024.0
19,9.99,1771.8,1032.0
20,10.7,1771.57,1040.0
21,10.9,1770.67,1048.0
22,10.81,1769.94,1055.0
23,10.98,1769.42,1062.0
24,10.94,1769.04,1070.0
25,11.17,1767.88,1077.0
26,11.49,1766.6,1084.0
27,11.96,1766.38,1091.0
28,11.9,1765.62,1098.0
29,11.47,1764.67,1105.0
30,11.33,1764.71,1113.0
31,12.21,1764.23,1120.0
32,11.93,1763.31,1127.0
33,12.2,1762.91,1134.0
34,12.34,1762.02,1141.0
35,12.4,1761.79,1149.0
36,12.84,1761.1,1156.0
37,12.38,1760.29,1164.0
38,12.6,1760.15,1171.0
39,12.69,1759.71,1178.0
40,12.51,1759.52,1186.0
41,12.76,1758.34,1193.0
42,12.81,1757.63,1200.0
43,13.05,1756.92,1207.0
44,12.76,1756.94,1214.0
45,13.04,1756.14,1221.0
46,13.24,1755.29,1228.0
47,12.98,1755.24,1236.0
48,13.17,1754.44,1243.0
49,12.98,1754.05,1251.0
50,13.39,1753.07,1256.0
51,13.12,1752.44,1264.0
52,13.68,1752.6,1272.0
53,13.59,1752.45,1279.0
54,13.1,1750.63,1285.0
55,13.24,1750.76,1292.0
56,13.19,1750.88,1300.0
57,13.71,1749.92,1307.0
58,13.34,1749.74,1314.0
59,13.59,1748.75,1321.0
60,13.46,1748.73,1328.0
61,13.52,1748.71,1334.0
62,13.56,1747.8,1341.0
63,13.46,1747.1,1348.0
64,13.91,1747.27,1354.0
65,13.66,1746.22,1361.0
66,13.41,1745.76,1367.0
67,13.79,1745.32,1373.0
68,13.8,1745.55,1380.0
69,13.55,1744.64,1387.0
70,13.96,1744.06,1393.0
71,13.78,1743.86,1400.0
72,13.98,1743.66,1407.0
73,14.06,1743.41,1413.0
74,14.12,1742.4,1420.0
75,14.21,1742.41,1426.0
76,14.4,1742.16,1433.0
77,14.18,1740.69,1440.0
78,13.97,1740.75,1447.0
79,14.47,1740.5,1453.0
80,14.4,1739.32,1459.0
81,14.52,1738.69,1465.0
82,14.27,1738.68,1470.0
83,14.67,1737.88,1476.0
84,14.28,1737.55,1483.0
85,14.6,1737.12,1488.0
86,14.74,1736.65,1495.0
87,14.48,1736.59,1501.0
88,14.54,1735.99,1506.0
89,14.65,1736.09,1513.0
90,14.86,1734.86,1518.0
91,14.68,1734.67,1524.0
92,14.66,1734.69,1530.0
93,14.8,1733.8,1536.0
94,14.69,1733.61,1541.0
95,14.97,1733.83,1548.0
96,14.95,1733.08,1553.0
97,14.98,1733.18,1559.0
98,15.16,1732.74,1566.0
99,14.58,1732.75,1571.0
