epoch,training_acc,training_loss,L2
1,4.04,1795.39,861.0
2,5.54,1788.42,874.0
3,5.99,1785.37,885.0
4,5.8,1782.86,894.0
5,6.79,1780.59,903.0
6,7.23,1778.78,912.0
7,7.27,1777.34,920.0
8,8.18,1775.81,928.0
9,8.47,1774.59,936.0
10,8.18,1773.3,946.0
11,7.72,1771.64,954.0
12,9.25,1770.25,964.0
13,9.28,1768.8,974.0
14,9.82,1767.4,983.0
15,10.31,1766.07,992.0
16,10.04,1765.14,1000.0
17,10.21,1763.99,1008.0
18,10.19,1762.36,1016.0
19,10.69,1761.84,1026.0
20,10.95,1760.22,1034.0
21,10.87,1759.14,1042.0
22,11.88,1757.81,1050.0
23,11.53,1756.58,1058.0
24,11.96,1755.6,1066.0
25,12.13,1754.19,1074.0
26,12.55,1753.41,1082.0
27,12.33,1752.18,1089.0
28,12.55,1751.03,1097.0
29,12.54,1750.48,1104.0
30,12.48,1749.02,1112.0
31,12.74,1747.69,1120.0
32,12.68,1746.29,1128.0
33,13.1,1745.49,1135.0
34,13.13,1745.1,1143.0
35,13.12,1743.3,1151.0
36,13.04,1742.68,1158.0
37,12.91,1742.62,1165.0
38,13.51,1741.3,1173.0
39,13.18,1740.3,1180.0
40,13.45,1739.16,1188.0
41,13.41,1738.24,1195.0
42,14.12,1737.63,1203.0
43,13.68,1736.81,1210.0
44,13.7,1735.74,1218.0
45,13.59,1734.79,1225.0
46,14.04,1734.35,1232.0
47,13.76,1733.34,1239.0
48,13.96,1733.35,1246.0
49,13.99,1732.09,1253.0
50,14.13,1731.08,1260.0
51,14.15,1730.67,1267.0
52,14.17,1730.06,1274.0
53,14.04,1729.77,1280.0
54,14.35,1728.69,1287.0
55,14.2,1728.03,1294.0
56,13.99,1727.29,1301.0
57,14.04,1726.86,1308.0
58,14.5,1726.15,1314.0
59,14.25,1725.79,1320.0
60,14.6,1724.63,1327.0
61,14.43,1724.37,1334.0
62,14.45,1723.79,1340.0
63,14.73,1723.48,1347.0
64,14.32,1722.51,1353.0
65,14.37,1722.22,1359.0
66,14.47,1721.54,1365.0
67,14.61,1720.85,1372.0
68,14.65,1720.82,1378.0
69,14.63,1720.53,1384.0
70,14.45,1719.84,1390.0
71,14.55,1719.41,1396.0
72,14.4,1718.89,1402.0
73,14.59,1718.69,1408.0
74,14.56,1718.14,1414.0
75,14.78,1717.95,1420.0
76,14.69,1717.09,1426.0
77,14.43,1716.97,1431.0
78,14.72,1716.82,1437.0
79,14.85,1716.58,1442.0
80,15.06,1716.11,1448.0
81,14.88,1715.67,1454.0
82,14.79,1715.52,1460.0
83,14.81,1715.2,1465.0
84,15.01,1714.93,1471.0
85,14.86,1714.36,1477.0
86,15.24,1713.88,1482.0
87,14.71,1713.5,1488.0
88,14.65,1713.45,1493.0
89,15.19,1712.9,1498.0
90,15.06,1712.47,1503.0
91,14.95,1712.45,1509.0
92,15.14,1712.07,1514.0
93,14.88,1712.09,1520.0
94,15.01,1711.13,1525.0
95,15.15,1711.07,1530.0
96,15.54,1710.65,1535.0
97,15.03,1710.27,1540.0
98,14.93,1710.12,1546.0
99,15.24,1709.52,1551.0
