epoch,training_acc,training_loss,L2
1,30.59,865.75,824.0
2,37.84,821.62,842.0
3,42.03,807.3,860.0
4,44.45,795.33,877.0
5,44.05,787.31,895.0
6,46.5,778.14,916.0
7,48.81,771.6,938.0
8,51.0,761.7,960.0
9,53.01,755.41,984.0
10,53.75,748.67,1009.0
11,55.13,741.69,1035.0
12,57.3,734.48,1062.0
13,58.63,727.35,1089.0
14,60.03,721.04,1118.0
15,61.48,713.39,1147.0
16,62.25,706.34,1177.0
17,63.05,700.48,1207.0
18,61.99,693.81,1238.0
19,64.55,688.21,1270.0
20,64.58,681.0,1300.0
21,65.64,676.46,1332.0
22,65.67,670.75,1362.0
23,67.8,664.97,1393.0
24,68.36,659.33,1422.0
25,68.26,654.47,1451.0
26,68.7,650.27,1481.0
27,68.07,647.21,1510.0
28,69.39,642.15,1537.0
29,68.91,637.78,1564.0
30,69.75,635.92,1591.0
31,70.47,631.94,1616.0
32,69.98,629.25,1641.0
33,70.17,628.0,1665.0
34,70.23,626.37,1690.0
35,69.38,624.65,1715.0
36,70.66,622.25,1738.0
37,69.96,619.79,1759.0
38,69.85,618.19,1781.0
39,70.61,618.15,1804.0
40,69.92,616.34,1826.0
41,70.45,614.93,1848.0
42,71.11,614.17,1870.0
43,70.85,613.55,1892.0
44,70.53,612.33,1913.0
45,70.95,611.48,1934.0
46,70.71,611.48,1958.0
47,71.13,609.75,1978.0
48,71.01,608.79,1996.0
49,70.79,608.82,2017.0
50,71.32,608.63,2039.0
51,70.98,607.92,2063.0
52,71.83,607.54,2084.0
53,71.4,606.17,2104.0
54,70.92,605.13,2121.0
55,71.82,604.6,2140.0
56,71.5,604.35,2160.0
57,71.4,604.52,2182.0
58,71.48,603.95,2202.0
59,71.43,603.08,2222.0
60,71.13,603.65,2245.0
61,71.43,603.53,2267.0
62,71.42,602.57,2287.0
63,71.84,602.25,2307.0
64,71.02,602.57,2328.0
65,71.55,601.27,2347.0
66,71.77,601.39,2367.0
67,71.7,600.87,2384.0
68,71.73,601.66,2408.0
69,71.79,600.48,2426.0
70,72.59,600.17,2443.0
71,72.01,599.88,2461.0
72,72.6,599.95,2482.0
73,72.13,599.26,2499.0
74,71.84,600.04,2522.0
75,72.05,599.52,2542.0
76,71.9,599.15,2560.0
77,72.21,598.77,2578.0
78,72.15,598.3,2596.0
79,72.2,598.61,2616.0
80,72.25,598.48,2636.0
81,72.13,598.1,2657.0
82,71.16,597.95,2677.0
83,72.31,598.13,2696.0
84,72.29,597.81,2715.0
85,72.57,597.4,2734.0
86,73.03,596.53,2750.0
87,73.01,597.24,2769.0
88,72.53,596.34,2788.0
89,72.56,596.88,2808.0
90,71.75,596.15,2825.0
91,72.18,596.95,2847.0
92,71.8,596.55,2866.0
93,72.3,596.15,2884.0
94,71.92,596.06,2904.0
95,72.8,595.56,2921.0
96,72.49,595.46,2939.0
97,72.28,595.15,2955.0
98,72.47,594.83,2971.0
99,72.48,595.67,2992.0
