epoch,training_acc,training_loss,L2
1,35.18,847.84,852.0
2,41.75,810.64,891.0
3,45.67,790.87,923.0
4,47.39,779.46,956.0
5,49.94,765.88,989.0
6,53.2,755.97,1020.0
7,53.79,746.04,1051.0
8,55.21,736.63,1079.0
9,57.6,728.44,1109.0
10,60.58,720.01,1140.0
11,60.7,712.81,1171.0
12,61.68,705.03,1200.0
13,62.83,698.1,1230.0
14,63.97,692.67,1260.0
15,64.45,685.93,1290.0
16,63.28,680.84,1319.0
17,64.98,675.27,1348.0
18,65.81,669.36,1377.0
19,66.46,664.22,1406.0
20,66.42,659.32,1435.0
21,66.85,653.51,1462.0
22,66.75,650.15,1490.0
23,66.51,646.24,1516.0
24,67.86,641.41,1541.0
25,66.34,639.7,1567.0
26,67.8,636.24,1591.0
27,68.03,633.93,1615.0
28,68.56,630.72,1638.0
29,68.6,628.15,1659.0
30,68.61,626.43,1681.0
31,68.65,624.49,1703.0
32,68.84,623.14,1725.0
33,68.53,622.5,1748.0
34,68.82,620.26,1769.0
35,69.0,619.5,1790.0
36,68.44,617.67,1810.0
37,69.23,617.46,1832.0
38,69.58,615.86,1851.0
39,68.88,615.05,1871.0
40,69.05,614.76,1890.0
41,68.98,613.56,1909.0
42,69.18,612.9,1929.0
43,69.52,611.85,1948.0
44,69.51,610.88,1966.0
45,69.21,611.36,1986.0
46,69.55,611.2,2008.0
47,69.15,609.33,2026.0
48,70.62,609.44,2046.0
49,69.25,608.81,2065.0
50,69.48,608.65,2084.0
51,68.77,607.32,2100.0
52,70.35,607.68,2120.0
53,69.43,606.81,2137.0
54,69.76,606.79,2157.0
55,69.78,606.6,2177.0
56,69.78,606.0,2195.0
57,69.61,605.64,2212.0
58,69.98,605.1,2229.0
59,69.12,604.96,2248.0
60,69.31,604.55,2266.0
61,69.66,605.07,2286.0
62,70.01,604.29,2305.0
63,68.84,604.3,2323.0
64,70.1,603.5,2341.0
65,70.1,602.84,2356.0
66,69.95,603.39,2374.0
67,69.01,602.62,2392.0
68,69.59,602.64,2410.0
69,69.86,603.4,2431.0
70,70.19,602.24,2448.0
71,70.02,601.72,2465.0
72,70.33,601.37,2481.0
73,69.35,600.64,2496.0
74,68.66,601.15,2515.0
75,69.79,601.26,2537.0
76,70.0,600.45,2552.0
77,69.63,599.68,2568.0
78,70.35,599.52,2582.0
79,70.22,600.64,2604.0
80,69.99,599.53,2620.0
81,71.09,599.36,2637.0
82,69.13,598.83,2651.0
83,70.48,599.21,2670.0
84,70.33,598.82,2687.0
85,69.94,598.25,2702.0
86,69.77,598.65,2719.0
87,70.39,598.67,2736.0
88,70.1,597.84,2753.0
89,70.06,598.14,2769.0
90,69.77,597.56,2785.0
91,70.0,599.04,2808.0
92,70.32,598.03,2825.0
93,70.63,597.5,2841.0
94,70.32,597.12,2854.0
95,69.71,596.88,2867.0
96,69.89,597.57,2885.0
97,69.81,596.69,2900.0
98,69.7,597.32,2918.0
99,70.01,597.16,2934.0
