epoch,training_acc,training_loss,L2
1,32.86,857.47,848.0
2,37.77,821.47,890.0
3,39.95,805.92,923.0
4,47.16,788.05,962.0
5,49.02,769.23,1000.0
6,51.84,759.31,1035.0
7,55.92,748.23,1069.0
8,57.72,737.63,1099.0
9,57.62,730.77,1131.0
10,58.39,722.8,1164.0
11,58.95,714.49,1194.0
12,59.85,708.23,1226.0
13,62.7,701.39,1257.0
14,63.38,695.47,1289.0
15,62.93,688.27,1320.0
16,64.05,682.4,1351.0
17,65.65,676.79,1380.0
18,65.94,670.93,1411.0
19,66.25,665.74,1440.0
20,66.3,660.9,1469.0
21,66.75,655.56,1498.0
22,67.13,651.13,1525.0
23,66.75,647.34,1552.0
24,67.74,644.13,1579.0
25,68.09,639.53,1604.0
26,67.59,637.54,1629.0
27,67.94,634.01,1652.0
28,68.19,632.05,1676.0
29,68.38,629.46,1699.0
30,68.5,628.03,1721.0
31,68.15,626.37,1744.0
32,68.65,623.99,1766.0
33,68.73,623.62,1788.0
34,69.17,621.67,1810.0
35,68.28,620.98,1832.0
36,68.7,619.57,1853.0
37,69.28,618.3,1872.0
38,68.78,618.0,1894.0
39,69.5,616.56,1914.0
40,68.93,615.61,1934.0
41,68.6,614.96,1954.0
42,68.97,614.58,1975.0
43,69.01,613.61,1995.0
44,69.1,612.43,2013.0
45,69.46,612.59,2035.0
46,69.13,612.54,2057.0
47,69.05,610.63,2075.0
48,68.67,610.13,2094.0
49,69.55,610.07,2113.0
50,69.83,609.37,2133.0
51,69.33,609.35,2154.0
52,69.34,608.49,2172.0
53,69.08,607.6,2190.0
54,70.06,607.19,2209.0
55,69.55,607.25,2229.0
56,70.29,606.64,2249.0
57,70.17,606.21,2267.0
58,69.53,606.16,2286.0
59,69.72,605.74,2305.0
60,70.5,605.16,2323.0
61,70.78,604.84,2341.0
62,69.99,604.49,2360.0
63,70.83,604.16,2377.0
64,69.75,604.21,2397.0
65,70.2,603.42,2415.0
66,70.18,603.64,2432.0
67,69.26,602.94,2449.0
68,69.65,603.02,2468.0
69,69.63,602.89,2489.0
70,70.38,602.81,2507.0
71,69.54,602.9,2528.0
72,70.1,601.84,2544.0
73,70.22,601.93,2561.0
74,70.46,601.83,2579.0
75,70.58,601.13,2596.0
76,69.97,600.89,2613.0
77,70.85,601.26,2629.0
78,70.76,600.65,2647.0
79,70.49,600.46,2663.0
80,70.61,601.17,2684.0
81,70.1,600.3,2700.0
82,70.97,600.13,2718.0
83,71.27,599.54,2736.0
84,70.52,599.52,2753.0
85,70.86,599.57,2771.0
86,70.23,598.43,2785.0
87,69.63,599.72,2807.0
88,70.8,599.59,2827.0
89,70.77,598.67,2844.0
90,71.54,598.24,2861.0
91,70.22,598.04,2876.0
92,70.25,597.8,2891.0
93,71.18,597.24,2904.0
94,69.98,598.67,2927.0
95,70.38,598.27,2946.0
96,71.26,597.63,2963.0
97,70.75,597.59,2980.0
98,70.82,597.32,2998.0
99,70.29,596.93,3013.0
