epoch,training_acc,training_loss,L2
1,4.13,1795.97,856.0
2,5.2,1787.22,875.0
3,6.36,1783.49,888.0
4,7.71,1779.13,902.0
5,8.21,1775.74,915.0
6,9.09,1771.94,927.0
7,10.1,1769.24,939.0
8,10.43,1767.19,950.0
9,11.78,1763.87,960.0
10,12.11,1761.73,969.0
11,11.34,1760.49,978.0
12,12.06,1758.47,986.0
13,12.32,1756.68,995.0
14,12.45,1755.03,1003.0
15,12.49,1753.75,1011.0
16,12.99,1751.46,1019.0
17,12.94,1750.52,1026.0
18,13.28,1749.39,1035.0
19,13.34,1748.35,1042.0
20,13.38,1747.02,1050.0
21,13.51,1745.47,1058.0
22,14.11,1744.04,1066.0
23,14.02,1742.09,1073.0
24,14.08,1741.79,1081.0
25,14.54,1740.51,1088.0
26,14.61,1738.95,1096.0
27,14.83,1737.91,1104.0
28,15.19,1736.74,1112.0
29,14.86,1735.36,1119.0
30,15.81,1733.78,1127.0
31,15.78,1732.63,1134.0
32,15.58,1731.48,1142.0
33,15.28,1729.37,1149.0
34,15.6,1729.32,1157.0
35,15.83,1728.08,1164.0
36,15.83,1727.0,1171.0
37,16.32,1725.69,1178.0
38,16.27,1725.75,1186.0
39,16.36,1724.45,1193.0
40,16.39,1722.76,1200.0
41,16.34,1722.29,1208.0
42,16.35,1720.6,1215.0
43,16.61,1719.77,1223.0
44,17.04,1718.16,1229.0
45,16.62,1717.5,1236.0
46,16.74,1716.01,1243.0
47,17.12,1715.41,1251.0
48,16.88,1714.07,1258.0
49,17.18,1714.37,1266.0
50,17.36,1711.97,1273.0
51,17.28,1710.41,1280.0
52,17.67,1709.93,1287.0
53,17.73,1707.85,1294.0
54,17.4,1707.6,1301.0
55,17.97,1706.83,1308.0
56,17.71,1705.02,1314.0
57,17.62,1704.75,1321.0
58,17.88,1704.1,1328.0
59,18.14,1702.4,1334.0
60,18.45,1701.18,1340.0
61,18.57,1701.1,1347.0
62,18.27,1699.87,1354.0
63,18.02,1699.06,1361.0
64,18.59,1698.56,1368.0
65,18.34,1697.61,1375.0
66,18.3,1696.34,1381.0
67,18.39,1695.88,1388.0
68,18.65,1694.42,1394.0
69,18.8,1694.09,1401.0
70,18.96,1693.02,1407.0
71,18.93,1692.29,1413.0
72,18.91,1691.09,1420.0
73,19.32,1690.58,1426.0
74,19.45,1689.69,1432.0
75,19.36,1689.17,1438.0
76,19.04,1687.9,1445.0
77,19.45,1688.48,1451.0
78,19.02,1686.52,1458.0
79,18.85,1685.78,1463.0
80,19.41,1684.95,1469.0
81,19.29,1684.12,1475.0
82,19.56,1684.08,1481.0
83,19.5,1682.75,1487.0
84,19.43,1682.69,1494.0
85,19.82,1681.44,1500.0
86,19.59,1680.71,1507.0
87,19.72,1680.51,1513.0
88,19.8,1678.92,1519.0
89,19.65,1678.19,1524.0
90,19.93,1678.05,1531.0
91,19.87,1676.68,1538.0
92,19.93,1674.85,1543.0
93,20.0,1674.28,1549.0
94,20.02,1673.8,1555.0
95,20.27,1672.09,1560.0
96,20.0,1671.97,1566.0
97,19.71,1671.82,1572.0
98,20.45,1671.47,1579.0
99,19.85,1671.68,1584.0
