epoch,training_acc,training_loss,L2
1,4.18,1795.79,858.0
2,4.69,1790.71,871.0
3,6.3,1786.86,883.0
4,7.35,1784.23,892.0
5,7.48,1782.76,901.0
6,7.64,1781.28,910.0
7,8.31,1780.18,919.0
8,9.02,1778.88,929.0
9,8.82,1777.46,939.0
10,8.3,1776.44,949.0
11,9.57,1775.61,958.0
12,9.82,1774.76,967.0
13,9.9,1774.01,977.0
14,10.32,1772.98,986.0
15,9.9,1772.02,995.0
16,10.47,1771.39,1004.0
17,10.93,1770.4,1012.0
18,11.02,1769.51,1021.0
19,10.42,1768.63,1029.0
20,11.08,1767.79,1037.0
21,10.59,1766.87,1045.0
22,11.28,1765.93,1053.0
23,11.39,1765.46,1060.0
24,11.76,1764.84,1069.0
25,11.69,1763.67,1077.0
26,11.54,1762.98,1085.0
27,11.91,1762.4,1092.0
28,12.21,1761.39,1101.0
29,12.29,1760.66,1109.0
30,12.38,1759.99,1117.0
31,12.62,1759.35,1125.0
32,12.78,1758.37,1133.0
33,13.0,1757.62,1140.0
34,12.65,1756.96,1149.0
35,13.67,1756.25,1157.0
36,12.74,1755.31,1164.0
37,13.36,1754.23,1173.0
38,13.35,1753.84,1181.0
39,13.41,1753.07,1189.0
40,13.8,1752.04,1197.0
41,13.84,1751.44,1205.0
42,13.52,1750.72,1213.0
43,13.43,1749.74,1221.0
44,13.56,1748.94,1229.0
45,13.7,1748.16,1236.0
46,13.38,1747.81,1244.0
47,13.67,1747.05,1252.0
48,13.97,1746.45,1259.0
49,14.16,1746.03,1267.0
50,14.14,1744.97,1274.0
51,14.39,1744.45,1282.0
52,14.05,1744.14,1290.0
53,14.38,1743.65,1297.0
54,14.64,1742.79,1304.0
55,14.26,1742.31,1311.0
56,14.4,1741.4,1318.0
57,15.0,1741.23,1326.0
58,14.91,1740.44,1333.0
59,14.11,1740.26,1340.0
60,15.09,1739.92,1347.0
61,14.78,1738.9,1354.0
62,15.09,1738.28,1360.0
63,14.62,1738.1,1368.0
64,14.85,1737.52,1375.0
65,15.07,1736.87,1381.0
66,14.86,1736.44,1387.0
67,15.01,1735.97,1394.0
68,15.2,1735.68,1401.0
69,14.83,1735.06,1407.0
70,15.26,1734.7,1414.0
71,15.1,1734.05,1420.0
72,14.86,1734.11,1426.0
73,15.15,1733.65,1433.0
74,15.6,1733.2,1439.0
75,15.17,1732.77,1445.0
76,15.14,1732.57,1452.0
77,15.25,1731.97,1458.0
78,14.81,1731.86,1465.0
79,15.21,1731.28,1471.0
80,15.43,1731.19,1477.0
81,14.93,1730.69,1484.0
82,15.86,1730.3,1489.0
83,15.67,1730.15,1495.0
84,15.23,1729.47,1501.0
85,15.55,1729.36,1507.0
86,15.47,1729.05,1514.0
87,15.4,1729.05,1519.0
88,15.24,1728.57,1525.0
89,15.61,1728.06,1531.0
90,15.5,1727.9,1536.0
91,15.63,1727.43,1543.0
92,15.78,1727.46,1548.0
93,15.76,1727.1,1554.0
94,15.39,1726.84,1560.0
95,15.52,1726.5,1565.0
96,15.65,1726.13,1571.0
97,15.57,1725.78,1576.0
98,15.64,1725.59,1582.0
99,15.74,1725.32,1587.0
