epoch,training_acc,training_loss,L2
1,5.28,1794.48,864.0
2,6.35,1788.02,876.0
3,6.9,1785.37,887.0
4,7.18,1783.47,897.0
5,7.88,1782.19,906.0
6,8.3,1781.02,915.0
7,8.72,1779.65,924.0
8,8.74,1778.16,933.0
9,9.19,1777.05,942.0
10,9.38,1775.91,951.0
11,9.95,1774.71,960.0
12,10.48,1773.15,969.0
13,10.2,1772.23,977.0
14,10.26,1771.55,986.0
15,9.93,1770.11,995.0
16,10.73,1769.16,1003.0
17,11.32,1767.86,1012.0
18,11.8,1767.49,1020.0
19,11.67,1765.86,1029.0
20,11.05,1765.09,1037.0
21,11.93,1764.48,1046.0
22,12.39,1762.97,1055.0
23,12.4,1762.15,1063.0
24,12.84,1760.68,1072.0
25,12.74,1759.83,1080.0
26,12.55,1759.1,1089.0
27,12.94,1758.65,1097.0
28,13.04,1757.47,1105.0
29,13.46,1756.44,1114.0
30,13.58,1755.43,1121.0
31,13.61,1754.45,1130.0
32,13.47,1753.63,1138.0
33,13.39,1752.91,1146.0
34,13.67,1751.67,1155.0
35,13.4,1750.62,1163.0
36,14.5,1749.71,1171.0
37,14.42,1748.45,1179.0
38,14.1,1747.45,1187.0
39,14.73,1746.89,1195.0
40,14.16,1745.55,1203.0
41,14.08,1745.25,1211.0
42,15.0,1744.32,1219.0
43,14.54,1743.49,1227.0
44,14.76,1742.74,1235.0
45,14.93,1742.05,1242.0
46,14.92,1741.07,1250.0
47,14.63,1740.41,1257.0
48,14.97,1739.94,1264.0
49,14.82,1739.03,1271.0
50,15.09,1738.53,1279.0
51,14.7,1737.52,1286.0
52,15.15,1737.4,1294.0
53,15.28,1736.34,1301.0
54,15.46,1736.01,1308.0
55,15.0,1735.44,1315.0
56,15.38,1734.52,1322.0
57,15.01,1734.08,1330.0
58,15.28,1733.56,1336.0
59,15.35,1732.9,1343.0
60,15.56,1732.67,1349.0
61,15.69,1731.86,1356.0
62,15.67,1731.06,1363.0
63,15.4,1731.21,1370.0
64,15.49,1730.52,1377.0
65,15.48,1729.95,1383.0
66,15.69,1729.46,1389.0
67,15.92,1729.03,1396.0
68,15.43,1728.54,1403.0
69,15.57,1728.04,1410.0
70,16.1,1727.51,1416.0
71,15.92,1726.83,1422.0
72,15.83,1726.38,1429.0
73,15.82,1726.45,1436.0
74,16.29,1725.38,1442.0
75,15.83,1725.45,1448.0
76,16.14,1724.62,1454.0
77,16.35,1724.29,1461.0
78,16.34,1723.7,1467.0
79,15.81,1723.78,1473.0
80,16.27,1722.96,1479.0
81,16.13,1722.91,1485.0
82,16.53,1722.06,1491.0
83,15.95,1721.78,1497.0
84,16.32,1721.65,1503.0
85,16.21,1721.0,1509.0
86,16.56,1720.69,1515.0
87,16.36,1720.16,1521.0
88,16.08,1719.73,1527.0
89,16.48,1719.19,1533.0
90,16.76,1718.91,1538.0
91,16.6,1718.87,1544.0
92,16.38,1718.05,1550.0
93,16.85,1717.91,1556.0
94,16.31,1717.71,1562.0
95,16.61,1717.52,1567.0
96,16.66,1716.84,1573.0
97,16.76,1716.45,1578.0
98,16.69,1716.33,1584.0
99,16.71,1715.76,1589.0
