epoch,training_acc,training_loss,L2
1,4.34,1796.17,862.0
2,5.32,1790.38,875.0
3,6.08,1787.83,886.0
4,7.05,1785.17,896.0
5,7.09,1782.8,905.0
6,7.73,1781.73,914.0
7,8.11,1780.17,923.0
8,8.78,1777.92,932.0
9,9.19,1776.42,942.0
10,10.04,1774.65,951.0
11,9.65,1773.05,960.0
12,10.83,1771.42,970.0
13,11.2,1769.87,979.0
14,11.5,1769.16,988.0
15,10.88,1767.62,997.0
16,11.17,1766.34,1006.0
17,12.18,1765.25,1014.0
18,12.35,1764.43,1023.0
19,12.47,1763.23,1031.0
20,13.14,1761.9,1040.0
21,12.94,1760.78,1049.0
22,12.99,1759.58,1058.0
23,12.93,1758.52,1066.0
24,13.3,1757.47,1074.0
25,13.65,1756.79,1082.0
26,14.25,1755.47,1091.0
27,13.67,1754.43,1099.0
28,13.37,1753.61,1107.0
29,14.08,1752.89,1115.0
30,14.21,1752.09,1123.0
31,14.12,1751.11,1130.0
32,14.31,1750.05,1138.0
33,14.59,1749.44,1146.0
34,14.61,1748.47,1153.0
35,14.92,1747.6,1161.0
36,15.09,1746.4,1169.0
37,14.82,1746.06,1176.0
38,15.22,1744.9,1184.0
39,15.05,1744.41,1192.0
40,15.24,1743.04,1199.0
41,14.59,1742.41,1207.0
42,15.57,1741.71,1215.0
43,15.14,1741.09,1222.0
44,15.55,1740.12,1230.0
45,15.42,1739.34,1237.0
46,15.77,1738.63,1245.0
47,15.73,1738.14,1252.0
48,15.61,1737.37,1259.0
49,15.87,1736.89,1266.0
50,15.65,1736.4,1274.0
51,16.04,1735.08,1281.0
52,16.19,1734.85,1288.0
53,16.42,1733.82,1294.0
54,16.24,1733.41,1302.0
55,16.26,1732.67,1308.0
56,15.69,1731.92,1315.0
57,16.11,1731.4,1322.0
58,15.99,1731.31,1328.0
59,16.14,1730.71,1335.0
60,16.43,1730.1,1342.0
61,16.21,1729.72,1348.0
62,16.22,1729.32,1355.0
63,16.75,1728.79,1361.0
64,16.28,1728.04,1367.0
65,15.5,1727.91,1374.0
66,16.47,1727.66,1380.0
67,15.91,1726.92,1386.0
68,16.26,1726.89,1392.0
69,15.81,1726.48,1398.0
70,16.32,1726.21,1404.0
71,15.9,1725.97,1411.0
72,16.32,1725.28,1417.0
73,16.42,1725.11,1422.0
74,16.76,1724.69,1428.0
75,16.27,1724.17,1434.0
76,16.28,1724.16,1440.0
77,16.6,1723.83,1446.0
78,16.66,1723.55,1451.0
79,16.12,1723.07,1457.0
80,16.85,1722.91,1462.0
81,16.44,1722.71,1468.0
82,16.21,1722.33,1474.0
83,15.74,1722.3,1479.0
84,16.67,1722.03,1485.0
85,16.52,1721.55,1490.0
86,16.44,1721.28,1495.0
87,16.48,1721.35,1501.0
88,16.68,1721.05,1506.0
89,16.49,1720.75,1511.0
90,16.55,1720.71,1517.0
91,16.52,1720.27,1522.0
92,16.42,1720.19,1528.0
93,16.24,1719.94,1533.0
94,16.8,1719.76,1538.0
95,16.66,1719.49,1543.0
96,16.89,1719.37,1548.0
97,16.63,1719.2,1554.0
98,16.89,1718.95,1559.0
99,16.86,1718.79,1564.0
