epoch,training_acc,training_loss,L2
1,3.25,1795.09,854.0
2,5.1,1788.51,868.0
3,6.26,1784.85,887.0
4,7.38,1780.06,901.0
5,8.08,1776.8,914.0
6,8.66,1773.89,929.0
7,8.99,1770.29,939.0
8,10.28,1769.65,947.0
9,10.46,1766.75,954.0
10,11.19,1765.68,960.0
11,11.4,1763.96,967.0
12,10.8,1763.26,974.0
13,10.82,1762.89,980.0
14,11.6,1761.09,986.0
15,11.56,1759.98,993.0
16,11.68,1759.7,999.0
17,12.13,1759.04,1006.0
18,12.46,1758.35,1012.0
19,11.99,1757.09,1019.0
20,12.5,1756.88,1026.0
21,12.4,1754.93,1032.0
22,12.55,1753.93,1038.0
23,13.01,1754.08,1045.0
24,12.54,1752.82,1051.0
25,13.14,1752.08,1058.0
26,13.16,1750.18,1065.0
27,13.49,1750.06,1072.0
28,13.41,1749.3,1079.0
29,13.43,1747.89,1086.0
30,13.65,1746.51,1093.0
31,14.06,1746.21,1100.0
32,13.97,1744.98,1107.0
33,13.85,1743.35,1114.0
34,14.38,1743.12,1122.0
35,14.44,1741.88,1129.0
36,14.33,1740.73,1136.0
37,14.51,1739.5,1144.0
38,14.64,1738.28,1151.0
39,15.15,1737.81,1159.0
40,15.27,1735.74,1166.0
41,15.24,1734.62,1173.0
42,15.35,1733.71,1180.0
43,15.56,1732.86,1187.0
44,15.63,1732.4,1195.0
45,15.53,1730.74,1202.0
46,15.79,1729.98,1209.0
47,15.53,1728.94,1216.0
48,16.16,1728.48,1223.0
49,15.58,1727.83,1231.0
50,15.49,1726.92,1238.0
51,15.92,1725.22,1245.0
52,16.01,1725.26,1252.0
53,16.21,1723.63,1260.0
54,16.54,1721.65,1266.0
55,16.26,1721.02,1273.0
56,16.61,1719.77,1281.0
57,16.96,1719.36,1288.0
58,16.76,1717.63,1295.0
59,16.87,1716.45,1302.0
60,16.78,1715.12,1308.0
61,16.96,1715.66,1315.0
62,17.09,1714.37,1322.0
63,16.85,1714.11,1329.0
64,17.35,1713.01,1336.0
65,17.35,1711.57,1343.0
66,17.21,1710.94,1350.0
67,17.48,1710.53,1356.0
68,17.32,1709.5,1363.0
69,17.81,1708.34,1369.0
70,18.07,1706.66,1376.0
71,17.53,1705.32,1383.0
72,17.77,1703.83,1389.0
73,17.83,1703.61,1395.0
74,18.3,1703.31,1402.0
75,18.1,1701.41,1409.0
76,18.01,1700.99,1415.0
77,17.61,1699.98,1422.0
78,17.96,1699.84,1429.0
79,18.34,1697.83,1435.0
80,18.38,1697.5,1442.0
81,18.14,1696.51,1448.0
82,18.19,1696.35,1454.0
83,18.22,1695.07,1460.0
84,18.13,1695.59,1467.0
85,18.38,1694.05,1473.0
86,18.37,1693.24,1479.0
87,18.64,1692.92,1485.0
88,18.0,1692.77,1491.0
89,18.49,1691.58,1497.0
90,18.51,1690.81,1502.0
91,18.25,1691.29,1509.0
92,18.59,1690.23,1515.0
93,18.3,1689.33,1521.0
94,18.26,1688.57,1527.0
95,18.38,1687.71,1532.0
96,18.47,1687.61,1538.0
97,18.75,1686.7,1543.0
98,18.61,1686.06,1549.0
99,18.88,1686.09,1555.0
