epoch,training_acc,training_loss,L2
1,4.59,1794.95,857.0
2,6.21,1786.81,875.0
3,7.17,1780.75,890.0
4,7.69,1777.09,904.0
5,8.36,1774.53,916.0
6,8.62,1771.76,928.0
7,9.2,1769.26,941.0
8,10.3,1766.13,951.0
9,10.51,1763.88,962.0
10,11.22,1761.54,971.0
11,11.11,1759.19,980.0
12,11.27,1757.88,989.0
13,11.99,1756.2,998.0
14,12.35,1754.39,1007.0
15,13.08,1752.54,1016.0
16,12.73,1751.41,1025.0
17,12.97,1749.21,1033.0
18,13.37,1748.12,1041.0
19,13.76,1747.11,1050.0
20,13.81,1745.7,1058.0
21,14.15,1744.01,1066.0
22,14.37,1743.32,1075.0
23,14.04,1741.15,1083.0
24,14.64,1740.44,1091.0
25,14.77,1738.63,1099.0
26,15.08,1737.97,1107.0
27,14.68,1735.92,1115.0
28,15.33,1734.85,1124.0
29,15.09,1733.06,1132.0
30,15.5,1731.37,1141.0
31,15.61,1730.0,1149.0
32,16.1,1728.0,1157.0
33,15.75,1726.44,1165.0
34,16.09,1725.46,1174.0
35,15.83,1724.1,1181.0
36,16.19,1721.98,1189.0
37,16.36,1721.66,1197.0
38,16.3,1719.45,1206.0
39,16.27,1718.77,1213.0
40,16.24,1717.25,1221.0
41,15.9,1716.2,1229.0
42,16.51,1715.33,1238.0
43,16.84,1712.89,1245.0
44,16.75,1713.04,1252.0
45,17.12,1710.95,1260.0
46,17.52,1709.34,1268.0
47,17.49,1707.44,1274.0
48,17.37,1707.14,1282.0
49,17.47,1705.83,1289.0
50,17.29,1704.48,1297.0
51,17.79,1704.04,1303.0
52,17.71,1702.65,1310.0
53,17.93,1702.07,1318.0
54,17.93,1701.55,1325.0
55,17.94,1699.99,1332.0
56,18.1,1699.3,1339.0
57,17.76,1698.72,1346.0
58,17.88,1696.37,1352.0
59,18.25,1696.11,1359.0
60,18.53,1695.06,1366.0
61,18.42,1694.43,1373.0
62,18.09,1694.38,1381.0
63,18.49,1692.57,1387.0
64,18.49,1691.92,1393.0
65,18.67,1692.33,1401.0
66,18.8,1691.28,1408.0
67,19.07,1689.61,1415.0
68,19.0,1688.11,1421.0
69,19.14,1686.91,1426.0
70,18.61,1686.73,1433.0
71,18.98,1685.36,1439.0
72,19.26,1684.7,1446.0
73,19.29,1684.3,1452.0
74,18.78,1682.98,1458.0
75,19.21,1682.88,1465.0
76,19.38,1681.45,1471.0
77,19.39,1681.56,1478.0
78,19.32,1680.21,1484.0
79,19.41,1679.84,1491.0
80,19.13,1678.89,1497.0
81,18.92,1678.88,1504.0
82,19.62,1677.46,1509.0
83,19.6,1677.03,1515.0
84,19.5,1675.98,1522.0
85,19.58,1674.86,1527.0
86,19.69,1675.2,1534.0
87,19.46,1674.57,1540.0
88,19.87,1673.78,1547.0
89,19.99,1672.26,1553.0
90,19.8,1671.76,1560.0
91,20.15,1670.83,1566.0
92,20.06,1669.62,1572.0
93,19.84,1668.98,1577.0
94,20.54,1669.5,1585.0
95,20.09,1667.83,1591.0
96,20.78,1667.06,1596.0
97,20.4,1666.26,1602.0
98,20.37,1665.72,1608.0
99,19.97,1665.24,1614.0
