epoch,training_acc,training_loss,L2
1,36.09,847.03,882.0
2,41.57,808.24,920.0
3,45.64,788.45,954.0
4,49.21,773.69,987.0
5,52.69,762.29,1019.0
6,54.5,752.63,1049.0
7,57.15,743.94,1078.0
8,55.84,735.31,1108.0
9,56.66,728.8,1137.0
10,56.78,721.87,1166.0
11,61.4,715.52,1195.0
12,58.92,709.55,1225.0
13,61.8,703.23,1255.0
14,63.31,697.37,1285.0
15,62.66,691.85,1314.0
16,65.44,686.04,1343.0
17,65.35,680.31,1373.0
18,63.93,675.03,1402.0
19,67.21,669.96,1431.0
20,65.09,664.62,1460.0
21,67.8,660.08,1488.0
22,66.72,655.43,1517.0
23,69.13,651.72,1545.0
24,67.29,647.46,1573.0
25,69.57,643.77,1600.0
26,68.38,639.94,1627.0
27,69.84,636.55,1654.0
28,69.16,633.23,1680.0
29,69.28,630.99,1706.0
30,70.08,628.4,1731.0
31,69.1,625.93,1756.0
32,70.16,624.42,1780.0
33,70.46,622.95,1805.0
34,68.94,621.25,1829.0
35,70.64,618.65,1852.0
36,70.52,618.12,1875.0
37,71.17,616.31,1898.0
38,70.69,614.57,1919.0
39,70.82,614.16,1942.0
40,70.24,612.91,1963.0
41,70.92,611.36,1984.0
42,69.17,611.15,2006.0
43,70.27,610.11,2027.0
44,70.13,608.83,2048.0
45,71.99,608.26,2068.0
46,71.13,607.75,2088.0
47,70.9,606.6,2108.0
48,72.28,606.53,2128.0
49,71.96,606.1,2147.0
50,71.89,605.87,2167.0
51,72.34,605.16,2186.0
52,72.02,604.81,2205.0
53,70.89,603.83,2224.0
54,71.79,603.92,2243.0
55,71.81,603.5,2262.0
56,71.59,603.04,2280.0
57,72.02,602.5,2298.0
58,71.38,602.37,2317.0
59,72.04,601.58,2335.0
60,72.23,601.28,2353.0
61,71.64,601.05,2371.0
62,72.14,600.59,2388.0
63,72.09,600.38,2406.0
64,72.08,600.32,2422.0
65,72.35,600.46,2441.0
66,72.16,599.5,2458.0
67,68.62,599.11,2475.0
68,72.35,599.19,2492.0
69,71.8,598.49,2509.0
70,72.73,598.71,2526.0
71,72.92,598.93,2543.0
72,72.86,598.27,2559.0
73,73.24,597.88,2576.0
74,73.14,598.31,2594.0
75,72.19,597.5,2610.0
76,72.67,597.56,2626.0
77,72.41,597.4,2642.0
78,72.09,597.53,2659.0
79,73.46,597.24,2675.0
80,73.47,597.09,2692.0
81,73.29,596.74,2708.0
82,72.68,596.61,2723.0
83,73.57,595.92,2738.0
84,72.78,596.27,2754.0
85,72.3,596.19,2771.0
86,73.48,596.39,2787.0
87,72.54,596.16,2803.0
88,73.05,595.8,2817.0
89,70.18,595.24,2832.0
90,73.13,595.37,2847.0
91,73.18,595.78,2863.0
92,72.08,595.95,2879.0
93,72.13,595.23,2894.0
94,72.59,595.21,2909.0
95,70.89,594.99,2924.0
96,73.32,594.63,2938.0
97,72.59,594.86,2953.0
98,72.29,594.97,2970.0
99,72.81,594.58,2984.0
