epoch,training_acc,training_loss,L2
1,38.36,854.52,889.0
2,41.92,827.01,927.0
3,47.3,813.39,962.0
4,50.5,802.45,995.0
5,50.56,793.87,1026.0
6,54.55,786.5,1056.0
7,55.4,780.22,1086.0
8,56.89,773.07,1117.0
9,57.44,766.14,1148.0
10,58.63,760.04,1179.0
11,61.68,754.06,1210.0
12,61.79,748.66,1241.0
13,62.74,743.51,1271.0
14,64.82,738.81,1301.0
15,64.13,734.16,1331.0
16,65.98,729.78,1361.0
17,65.14,725.52,1391.0
18,68.08,721.89,1420.0
19,65.69,717.75,1450.0
20,68.27,713.87,1479.0
21,68.31,710.19,1509.0
22,69.29,707.41,1538.0
23,69.7,703.83,1567.0
24,69.65,700.51,1596.0
25,69.55,697.26,1624.0
26,70.14,694.75,1653.0
27,69.87,691.89,1679.0
28,69.94,689.87,1706.0
29,69.74,687.58,1732.0
30,71.36,685.81,1758.0
31,70.69,683.74,1784.0
32,70.37,682.32,1809.0
33,70.5,680.67,1834.0
34,71.35,679.34,1858.0
35,69.89,677.59,1882.0
36,71.52,676.88,1905.0
37,71.91,675.6,1929.0
38,72.3,675.07,1952.0
39,71.67,674.05,1976.0
40,71.36,673.15,1998.0
41,72.38,672.4,2019.0
42,72.23,672.09,2041.0
43,72.38,671.1,2064.0
44,72.27,670.38,2084.0
45,72.7,670.18,2106.0
46,72.82,669.41,2127.0
47,72.16,668.97,2148.0
48,71.86,668.22,2167.0
49,72.92,667.92,2188.0
50,72.5,667.37,2208.0
51,71.69,667.17,2228.0
52,71.57,666.8,2248.0
53,72.81,666.21,2267.0
54,72.34,665.88,2286.0
55,72.96,666.04,2306.0
56,72.93,665.2,2325.0
57,72.7,664.95,2343.0
58,72.38,664.97,2362.0
59,72.88,664.63,2380.0
60,73.45,664.13,2398.0
61,72.89,664.52,2419.0
62,72.92,663.94,2436.0
63,73.03,663.74,2455.0
64,71.41,663.52,2473.0
65,72.21,663.38,2491.0
66,73.44,663.4,2509.0
67,73.51,662.9,2526.0
68,72.04,662.9,2543.0
69,73.31,662.69,2562.0
70,73.72,662.13,2579.0
71,73.67,662.17,2596.0
72,72.97,661.82,2613.0
73,73.31,661.59,2629.0
74,73.17,661.5,2646.0
75,73.54,661.83,2664.0
76,72.41,661.63,2682.0
77,73.59,661.04,2697.0
78,72.25,660.86,2714.0
79,73.01,660.98,2730.0
80,72.93,660.9,2747.0
81,73.05,660.97,2764.0
82,72.97,660.63,2781.0
83,72.72,660.58,2796.0
84,71.34,660.15,2813.0
85,73.68,660.31,2829.0
86,74.55,659.81,2845.0
87,74.32,660.1,2861.0
88,74.05,659.91,2876.0
89,74.0,659.73,2892.0
90,73.8,659.6,2907.0
91,73.82,659.25,2922.0
92,73.7,659.67,2938.0
93,72.62,659.57,2954.0
94,74.04,659.31,2969.0
95,73.89,659.21,2985.0
96,72.9,659.3,3000.0
97,72.57,659.04,3014.0
98,73.62,659.31,3030.0
99,73.94,659.16,3046.0
