epoch,training_acc,training_loss,L2
1,4.87,1793.15,865.0
2,6.17,1783.6,882.0
3,7.46,1778.78,894.0
4,7.87,1775.96,904.0
5,8.51,1773.33,915.0
6,9.36,1770.78,925.0
7,8.99,1769.35,935.0
8,9.99,1766.91,943.0
9,10.27,1765.28,953.0
10,10.44,1764.24,962.0
11,9.48,1762.18,971.0
12,11.43,1761.31,980.0
13,10.51,1758.89,988.0
14,12.01,1757.59,997.0
15,11.93,1756.36,1006.0
16,11.43,1755.6,1015.0
17,12.98,1754.46,1023.0
18,12.1,1751.96,1031.0
19,12.42,1751.39,1040.0
20,13.07,1750.0,1049.0
21,13.42,1748.87,1057.0
22,13.44,1748.37,1065.0
23,13.84,1746.52,1073.0
24,13.92,1744.55,1081.0
25,14.03,1744.04,1090.0
26,13.82,1743.05,1098.0
27,14.32,1741.35,1107.0
28,14.53,1739.57,1115.0
29,15.02,1738.59,1123.0
30,14.49,1737.19,1132.0
31,15.08,1735.93,1140.0
32,15.23,1734.1,1148.0
33,15.49,1732.66,1157.0
34,15.65,1732.18,1166.0
35,15.74,1730.38,1174.0
36,15.91,1729.3,1182.0
37,14.68,1728.17,1190.0
38,15.89,1726.83,1198.0
39,16.06,1725.15,1207.0
40,15.88,1724.04,1214.0
41,16.54,1723.41,1223.0
42,16.32,1721.53,1231.0
43,15.86,1720.65,1239.0
44,16.24,1719.23,1247.0
45,16.71,1717.82,1255.0
46,16.61,1716.82,1263.0
47,16.63,1715.71,1272.0
48,16.95,1714.81,1279.0
49,16.88,1713.44,1287.0
50,17.35,1712.88,1295.0
51,16.71,1711.45,1302.0
52,16.75,1710.34,1310.0
53,16.81,1709.19,1318.0
54,16.82,1708.04,1325.0
55,17.07,1707.53,1333.0
56,17.51,1706.57,1341.0
57,17.34,1705.98,1348.0
58,17.04,1705.56,1354.0
59,17.08,1704.29,1362.0
60,17.43,1704.16,1369.0
61,17.26,1703.28,1376.0
62,17.71,1701.83,1383.0
63,17.97,1701.42,1390.0
64,17.8,1700.72,1397.0
65,17.84,1699.81,1404.0
66,17.07,1699.54,1411.0
67,18.06,1698.7,1417.0
68,17.81,1698.33,1424.0
69,16.89,1698.06,1431.0
70,18.22,1697.03,1437.0
71,18.35,1696.39,1444.0
72,18.04,1696.14,1451.0
73,17.89,1694.98,1457.0
74,17.69,1694.68,1464.0
75,17.96,1694.04,1470.0
76,18.09,1693.25,1476.0
77,18.09,1692.66,1483.0
78,18.15,1692.41,1489.0
79,18.01,1691.86,1496.0
80,17.26,1691.41,1503.0
81,18.48,1690.83,1509.0
82,17.37,1690.75,1514.0
83,18.45,1690.3,1521.0
84,18.37,1689.56,1527.0
85,18.43,1689.49,1533.0
86,18.18,1689.07,1539.0
87,18.38,1688.61,1545.0
88,17.94,1688.19,1551.0
89,18.71,1687.49,1556.0
90,18.67,1686.86,1563.0
91,18.67,1686.01,1568.0
92,18.45,1686.38,1574.0
93,18.76,1685.92,1580.0
94,17.76,1685.93,1586.0
95,18.78,1684.87,1591.0
96,19.07,1684.59,1597.0
97,18.96,1684.29,1602.0
98,19.08,1684.1,1608.0
99,18.99,1683.63,1614.0
