epoch,training_acc,training_loss,L2
1,33.09,864.22,850.0
2,41.23,837.0,894.0
3,45.37,819.87,937.0
4,48.43,804.11,974.0
5,52.63,792.19,1008.0
6,56.06,781.69,1040.0
7,57.9,773.09,1070.0
8,59.64,765.68,1100.0
9,59.61,761.02,1128.0
10,59.97,755.63,1158.0
11,62.84,749.94,1187.0
12,63.78,745.21,1217.0
13,64.9,741.04,1248.0
14,65.15,735.4,1276.0
15,66.6,731.0,1306.0
16,67.23,727.65,1336.0
17,67.21,722.91,1366.0
18,68.17,718.61,1395.0
19,67.25,714.89,1423.0
20,68.51,711.17,1452.0
21,68.78,707.51,1481.0
22,69.75,703.8,1508.0
23,69.68,700.84,1534.0
24,69.42,698.31,1560.0
25,70.36,696.19,1587.0
26,70.71,692.41,1610.0
27,70.45,689.86,1633.0
28,69.93,688.76,1658.0
29,70.88,686.15,1680.0
30,70.8,684.91,1703.0
31,70.42,683.02,1725.0
32,70.73,681.74,1746.0
33,70.56,680.98,1769.0
34,71.25,680.24,1791.0
35,71.01,678.55,1811.0
36,71.18,677.75,1833.0
37,71.39,676.52,1853.0
38,71.0,675.54,1873.0
39,70.97,674.81,1892.0
40,71.28,674.86,1914.0
41,71.78,673.63,1934.0
42,71.79,672.64,1953.0
43,71.95,672.95,1975.0
44,71.52,671.37,1993.0
45,71.57,670.81,2010.0
46,71.92,670.9,2030.0
47,72.03,669.94,2048.0
48,71.12,669.52,2068.0
49,72.43,669.06,2087.0
50,72.67,668.57,2106.0
51,72.32,667.84,2123.0
52,71.86,667.9,2142.0
53,71.67,667.8,2161.0
54,72.08,667.55,2182.0
55,72.46,666.83,2201.0
56,72.38,666.55,2218.0
57,72.18,666.39,2236.0
58,72.43,665.93,2253.0
59,71.4,665.68,2271.0
60,72.44,664.98,2288.0
61,71.61,664.77,2305.0
62,72.55,664.62,2322.0
63,71.99,664.96,2343.0
64,72.09,664.2,2358.0
65,72.36,664.62,2378.0
66,72.66,664.15,2396.0
67,72.67,663.47,2411.0
68,72.14,663.91,2430.0
69,71.66,663.54,2447.0
70,72.18,663.27,2466.0
71,72.84,663.5,2485.0
72,72.17,663.58,2504.0
73,72.92,662.47,2518.0
74,72.45,661.86,2531.0
75,72.16,662.92,2551.0
76,72.91,662.37,2570.0
77,72.74,662.36,2589.0
78,72.57,662.55,2609.0
79,73.45,661.82,2625.0
80,72.99,661.51,2640.0
81,71.82,662.24,2661.0
82,73.18,662.03,2680.0
83,73.02,660.67,2691.0
84,73.09,660.9,2705.0
85,72.9,661.18,2724.0
86,72.67,661.0,2742.0
87,73.11,660.66,2758.0
88,72.14,661.07,2778.0
89,73.0,661.09,2797.0
90,72.58,660.37,2812.0
91,73.03,660.27,2829.0
92,73.3,660.03,2844.0
93,72.09,660.04,2859.0
94,73.23,660.04,2876.0
95,72.67,660.39,2895.0
96,72.4,660.18,2913.0
97,73.4,659.83,2929.0
98,72.96,660.2,2948.0
99,72.65,659.57,2963.0
